dur	proto	service	state	spkts	dpkts	sbytes	dbytes	rate	sttl	dttl	sload	dload	sinpkt	dinpkt	sjit	djit	swin	stcpb	dtcpb	tcprtt	synack	ackdat	smean	dmean	trans_depth	response_body_len	ct_srv_src	ct_state_ttl	ct_dst_ltm	ct_src_dport_ltm	ct_dst_sport_ltm	ct_dst_src_ltm	is_ftp_login	ct_flw_http_mthd	ct_src_ltm	ct_srv_dst	is_sm_ips_ports
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	4	4	4	9	0	0	13	9	0
0.568078	tcp	-	FIN	12	8	1196	436	33.446112	254	252	15448.58301	5379.542969	49.189817	73.11843	2569.748493	111.947555	255	1906584672	2066591283	0.163308	0.05624	0.107068	100	55	0	0	1	1	2	1	1	1	0	0	1	1	0
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	4	4	4	9	0	0	13	9	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	4	3	3	7	0	0	6	7	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	4	3	3	7	0	0	6	7	0
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	8	2	6	6	6	8	0	0	23	8	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	4	3	3	7	0	0	6	7	0
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	4	3	3	7	0	0	6	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	2	2	7	0	0	2	7	0
0.746311	tcp	dns	FIN	10	8	518	626	22.778707	62	252	5005.956055	5874.226562	82.923444	94.890711	4370.633599	175.345547	255	3084962384	2457803140	0.156345	0.08124	0.075105	52	78	0	0	1	1	1	1	1	1	0	0	1	1	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	5	5	5	9	0	0	15	9	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	11	7	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	1	1	1	6	0	0	6	6	0
0.94645	tcp	http	FIN	10	8	784	1196	17.961858	62	252	5967.562988	8849.913086	105.050333	121.975711	5495.969224	233.704797	255	4041516835	3202331015	0.199795	0.092611	0.107184	78	150	1	188	1	1	2	1	1	1	0	1	1	1	0
6e-06	unas	-	INT	2	0	200	0	166666.6608	254	0	133333328.0	0.0	0.006	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	5	5	5	9	0	0	15	9	0
6e-06	unas	-	INT	2	0	200	0	166666.6608	254	0	133333328.0	0.0	0.006	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	5	5	5	9	0	0	15	9	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	2	6	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	11	6	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	11	6	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	11	6	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	11	6	0
2.303804	tcp	smtp	FIN	36	22	25035	1942	24.741689	62	252	84521.07813	6438.047852	65.822974	106.048383	4300.339337	139.336594	255	2290109522	1080556369	0.214901	0.076022	0.138879	695	88	0	0	1	1	1	1	1	1	0	0	3	1	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	11	6	0
0.826474	tcp	http	FIN	10	8	820	1334	20.56931	62	252	7143.600098	11305.86035	91.830444	102.401289	5011.473186	193.209516	255	3336385736	2857408376	0.13098	0.0844	0.04658	82	167	1	257	1	1	6	1	1	1	0	1	2	2	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	10	7	0
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	5	5	5	9	0	0	15	9	0
5e-06	unas	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	10	7	0
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	5	5	5	9	0	0	15	9	0
5e-06	unas	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	10	7	0
1.162339	tcp	smtp	FIN	18	16	3586	1222	28.391029	254	252	23311.61523	7887.543945	68.372882	74.937602	3466.470266	90.850437	255	3798821615	2164346953	0.080902	0.037697	0.043205	199	76	0	0	1	1	1	1	1	1	0	0	1	1	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	3	3	7	0	0	3	7	0
0.596136	sctp	-	CON	4	2	536	440	8.387348	254	60	5394.742188	2952.34668	198.712	0.008	281.009187	0.0	0	0	0	0.0	0.0	0.0	134	220	0	0	1	0	1	1	1	1	0	0	1	1	0
6e-06	unas	-	INT	2	0	200	0	166666.6608	254	0	133333328.0	0.0	0.006	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	3	3	7	0	0	3	7	0
7e-06	unas	-	INT	2	0	200	0	142857.1409	254	0	114285712.0	0.0	0.007	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	4	4	4	9	0	0	13	9	0
7e-06	unas	-	INT	2	0	200	0	142857.1409	254	0	114285712.0	0.0	0.007	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	4	4	4	9	0	0	13	9	0
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	3	3	7	0	0	3	7	0
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	3	3	7	0	0	3	7	0
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	4	4	4	9	0	0	13	9	0
9e-06	ib	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	2	2	7	0	0	2	7	0
9e-06	ib	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	2	2	7	0	0	2	7	0
3e-06	unas	-	INT	2	0	200	0	333333.3215	254	0	266666656.0	0.0	0.003	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	9	2	4	4	4	9	0	0	13	9	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	4	3	3	7	0	0	6	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	2	2	7	0	0	2	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	4	3	3	7	0	0	6	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	4	3	3	7	0	0	6	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	2	2	2	2	2	2	0	0	2	2	0
5e-06	unas	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	2	2	2	2	2	2	0	0	2	2	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	2	2	7	0	0	2	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	2	2	7	0	0	2	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	2	2	7	0	0	2	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	11	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	11	7	0
8e-06	unas	-	INT	2	0	200	0	125000.0003	254	0	100000000.0	0.0	0.008	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	11	7	0
0.949971	tcp	http	FIN	16	8	11256	1062	24.211265	62	252	88870.07813	7831.817871	63.314202	114.88843	4186.290272	208.983609	255	2129320486	813049150	0.238212	0.145746	0.092466	704	133	1	109	2	1	1	2	1	1	0	1	2	1	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	2	6	0
5e-06	unas	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	2	6	0
5e-06	unas	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	2	2	2	6	0	0	2	6	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	11	6	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	11	6	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	11	6	0
0.720641	tcp	http	FIN	10	6	782	268	20.814802	254	252	7815.26416	2486.675049	74.412778	129.829203	3935.203127	194.002219	255	2954857201	4127361168	0.130367	0.071491	0.058876	78	45	1	0	3	1	1	1	1	2	0	1	2	3	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	6	2	3	3	3	6	0	0	11	6	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	10	7	0
9e-06	unas	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	2	2	2	7	0	0	10	7	0
6e-06	unas	-	INT	2	0	200	0	166666.6608	254	0	133333328.0	0.0	0.006	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	3	3	7	0	0	3	7	0
6e-06	unas	-	INT	2	0	200	0	166666.6608	254	0	133333328.0	0.0	0.006	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	3	3	7	0	0	3	7	0
6e-06	unas	-	INT	2	0	200	0	166666.6608	254	0	133333328.0	0.0	0.006	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	3	3	7	0	0	3	7	0
9e-06	ib	-	INT	2	0	200	0	111111.1072	254	0	88888888.0	0.0	0.009	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	7	2	3	2	2	7	0	0	2	7	0
5e-06	unas	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	2	2	2	2	2	2	0	0	2	2	0
5e-06	unas	-	INT	2	0	200	0	200000.0051	254	0	160000000.0	0.0	0.005	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	100	0	0	0	2	2	2	2	2	2	0	0	2	2	0
0.340561	tcp	http	FIN	10	8	796	1644	49.917636	62	252	16842.79688	33803.04688	37.840111	42.920715	2068.347213	75.484891	255	263548967	3124825922	0.052884	0.015837	0.037047	80	206	1	418	2	1	1	1	1	2	0	1	1	2	0
0.199683	tcp	http	FIN	10	6	2044	268	75.119065	254	252	73716.84375	8974.224609	21.020333	37.866	1101.454264	57.013191	255	3816003436	1287848295	0.059845	0.010344	0.049501	204	45	1	0	1	1	2	1	1	1	0	1	1	2	0
2.097541	ospf	-	INT	42	0	2688	0	19.546697	254	0	10007.90918	0.0	51.159535	0.0	55.640574	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	1	0	0	1	1	0
2.097541	ospf	-	INT	42	0	2688	0	19.546697	254	0	10007.90918	0.0	51.159535	0.0	55.640574	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	1	0	0	1	1	0
0.788108	tcp	http	FIN	10	14	786	9582	29.183818	62	252	7186.83252	90322.64844	87.474111	54.894387	4711.564304	0.0	255	4044605038	2676039686	0.129696	0.074478	0.055218	79	684	1	4272	3	1	1	1	1	1	0	1	2	1	0
0.690251	tcp	http	FIN	10	8	886	1294	24.628722	62	252	9248.80957	13131.45508	76.694556	88.457711	4069.369874	182.376672	255	1840503215	608841906	0.182868	0.070286	0.112582	89	162	1	221	1	1	10	1	1	1	0	1	1	1	0
45.037312	ospf	-	INT	42	0	18480	0	0.910356	254	0	3204.454102	0.0	1098.471	0.0	1384.726625	0.0	0	0	0	0.0	0.0	0.0	440	0	0	0	1	2	1	1	1	1	0	0	2	1	0
59.833561	udp	-	CON	298	298	168228	230574	9.944252	254	60	22417.38477	30725.36523	199.909547	201.078859	249.509641	249.842109	0	0	0	0.0	0.0	0.0	565	774	0	0	2	0	1	1	1	2	0	0	1	2	0
0.715571	tcp	-	FIN	10	8	2340	354	23.757252	254	252	23544.83398	3465.763672	79.507889	90.463141	4596.485372	167.268984	255	2897502849	2066823859	0.153469	0.081615	0.071854	234	44	0	0	4	1	2	1	1	1	0	0	2	1	0
1.149828	tcp	http	FIN	10	10	800	2544	16.524211	62	252	5009.445312	15932.81836	127.758667	116.202	8041.456115	189.577953	255	3168523928	712405729	0.174674	0.08864	0.086034	80	254	1	825	1	1	1	1	1	1	0	1	2	1	0
17.330788	ospf	-	INT	28	0	12832	0	1.557921	254	0	5711.916016	0.0	641.881062	0.0	746.488812	0.0	0	0	0	0.0	0.0	0.0	458	0	0	0	1	2	1	1	1	1	0	0	2	1	0
2.608613	tcp	smtp	FIN	26	22	8377	1776	18.017237	254	252	24702.7832	5201.231445	104.34452	120.713289	6851.603615	202.18175	255	3981269114	3480497083	0.094617	0.034366	0.060251	322	81	0	0	1	1	1	1	1	1	0	0	2	1	0
2.097541	ospf	-	INT	42	0	2688	0	19.546697	254	0	10007.90918	0.0	51.159535	0.0	55.640574	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	1	0	0	1	1	0
2.097541	ospf	-	INT	42	0	2688	0	19.546697	254	0	10007.90918	0.0	51.159535	0.0	55.640574	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	1	0	0	1	1	0
1.5e-05	ipv6	-	INT	2	0	86	0	66666.66835	254	0	22933334.0	0.0	0.015	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	43	0	0	0	1	2	1	1	1	1	0	0	1	1	0
1.117624	tcp	http	FIN	10	10	780	998	17.00035	62	252	5024.945801	6435.080078	124.180444	117.22	9090.142286	175.677453	255	1737075102	3304018606	0.133849	0.061939	0.07191	78	100	1	55	2	1	2	1	1	1	0	1	2	1	0
2.097981	tcp	pop3	FIN	24	48	1136	43648	33.842061	62	252	4152.563965	162971.9219	91.216565	43.69683	5739.617713	4059.8863	255	2327209837	3338232010	0.117367	0.043608	0.073759	47	909	0	0	1	1	1	1	1	1	0	0	1	1	0
30.121977	ospf	-	INT	42	0	2184	0	1.361132	254	0	566.231079	0.0	734.682437	0.0	861.593813	0.0	0	0	0	0.0	0.0	0.0	52	0	0	0	1	2	1	1	1	1	0	0	1	1	0
0.842116	tcp	http	FIN	10	8	744	1028	20.187243	62	252	6364.918945	8549.890625	93.568444	105.839289	5406.352468	226.155734	255	1993052449	2723157922	0.131102	0.072228	0.058874	74	129	1	117	1	1	1	1	1	1	0	1	1	1	0
1.611974	tcp	http	FIN	10	10	812	980	11.786791	62	252	3627.850098	4377.241699	179.108222	169.750219	10607.29536	347.911656	255	846387138	2584368247	0.141547	0.07288	0.068667	81	98	1	34	1	1	1	1	1	1	0	1	2	1	0
0.661049	tcp	http	FIN	10	8	812	976	25.716701	62	252	8846.544922	10335.08887	73.449889	78.49443	4072.941498	157.654844	255	978437353	2544074007	0.126074	0.026783	0.099291	81	122	1	71	1	1	2	1	1	1	0	1	10	1	0
0.437172	tcp	-	FIN	10	6	808	268	34.311438	254	252	13321.98828	4099.073242	48.479222	77.567398	2685.541536	127.411672	255	2757187652	3066741668	0.08407	0.049326	0.034744	81	45	0	0	1	1	1	1	1	1	0	0	1	1	0
0.347311	tcp	-	FIN	12	10	1158	1742	60.464542	62	252	24462.22656	36117.48828	31.573727	33.857555	1562.801268	50.074668	255	182576418	3304188013	0.06187	0.014231	0.047639	97	174	1	199	2	1	24	1	1	1	0	1	2	1	0
30.121977	ospf	-	INT	42	0	2184	0	1.361132	254	0	566.231079	0.0	734.682437	0.0	861.593813	0.0	0	0	0	0.0	0.0	0.0	52	0	0	0	1	2	1	1	1	1	0	0	1	1	0
30.121977	ospf	-	INT	42	0	2184	0	1.361132	254	0	566.231079	0.0	734.682437	0.0	861.593813	0.0	0	0	0	0.0	0.0	0.0	52	0	0	0	1	2	1	1	1	1	0	0	1	1	0
1.292829	tcp	http	FIN	10	10	848	2044	14.696452	62	252	4727.616699	11385.88281	143.555333	114.763664	8311.768007	189.276266	255	396830127	2778305422	0.383597	0.259955	0.123642	85	204	1	570	1	1	1	1	1	1	0	1	1	1	0
0.933941	tcp	http	FIN	10	10	920	988	20.343897	62	252	7092.524902	7623.60791	103.771222	94.603219	6181.275437	180.282984	255	2748076513	1815429173	0.182118	0.061436	0.120682	92	99	1	30	1	1	1	1	1	1	0	1	1	1	0
0.814556	tcp	-	FIN	12	10	1152	1364	25.780916	254	252	10371.29395	12060.55859	74.050543	78.417891	3495.171746	101.540805	255	2402151588	1986541330	0.158663	0.108156	0.050507	96	136	0	0	2	1	1	1	1	1	0	0	1	1	0
2.888513	ospf	-	INT	82	0	5248	0	28.042109	254	0	14357.55957	0.0	35.660656	0.0	38.80402	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	1	0	0	1	1	0
1.010742	tcp	http	FIN	10	8	882	354	16.819328	254	252	6284.492188	2453.643066	107.576111	136.134141	7152.512463	196.262797	255	2297658691	1269964046	0.097896	0.0578	0.040096	88	44	1	0	2	1	2	1	1	1	0	1	1	1	0
0.596136	sctp	-	CON	4	2	536	440	8.387348	254	60	5394.742188	2952.34668	198.712	0.008	281.009187	0.0	0	0	0	0.0	0.0	0.0	134	220	0	0	1	0	1	1	1	1	0	0	1	1	0
1.289555	tcp	-	FIN	10	8	1058	354	13.182843	254	252	5912.117188	1923.144043	138.106	175.172719	8032.601893	278.291375	255	1691109029	2608612618	0.109124	0.063337	0.045787	106	44	0	0	1	1	2	1	1	1	0	0	2	5	0
6e-06	udp	dhcp	INT	2	0	1152	0	166666.6608	62	0	768000000.0	0.0	0.006	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	576	0	0	0	1	2	1	1	1	1	0	0	8	1	0
0.774184	tcp	http	FIN	16	6	11232	268	27.125335	254	252	108811.3438	2314.695312	49.035066	146.335	4259.698644	251.784422	255	2591509103	3279535387	0.100247	0.042501	0.057746	702	45	1	0	1	1	1	1	1	1	0	1	5	1	0
2.754966	tcp	smtp	FIN	38	22	19895	1720	21.415872	254	252	56253.32422	4768.116699	74.458541	126.594383	5569.830266	193.262094	255	945564522	960367321	0.152133	0.079573	0.07256	524	78	0	0	1	1	2	1	1	1	0	0	1	1	0
2.174193	tcp	-	FIN	10	8	455	354	7.818993	254	252	1508.605835	1140.653198	241.435	290.150844	15548.53155	601.537937	255	3251129446	2183940329	0.219181	0.143134	0.076047	46	44	0	0	4	1	1	1	1	1	0	0	2	1	0
1.5e-05	ipv6	-	INT	2	0	86	0	66666.66835	254	0	22933334.0	0.0	0.015	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	43	0	0	0	1	2	1	1	1	1	0	0	1	1	0
30.121977	ospf	-	INT	42	0	2184	0	1.361132	254	0	566.231079	0.0	734.682437	0.0	861.593813	0.0	0	0	0	0.0	0.0	0.0	52	0	0	0	1	2	1	1	1	1	0	0	1	1	0
17.330788	ospf	-	INT	28	0	12832	0	1.557921	254	0	5711.916016	0.0	641.881062	0.0	746.488812	0.0	0	0	0	0.0	0.0	0.0	458	0	0	0	1	2	1	1	1	1	0	0	2	1	0
17.330788	ospf	-	INT	28	0	12832	0	1.557921	254	0	5711.916016	0.0	641.881062	0.0	746.488812	0.0	0	0	0	0.0	0.0	0.0	458	0	0	0	1	2	1	1	1	1	0	0	2	1	0
17.330788	ospf	-	INT	28	0	12832	0	1.557921	254	0	5711.916016	0.0	641.881062	0.0	746.488812	0.0	0	0	0	0.0	0.0	0.0	458	0	0	0	1	2	1	1	1	1	0	0	2	1	0
0.483124	tcp	http	FIN	10	14	892	10216	47.606827	254	252	13296.79395	157094.25	53.680444	32.332306	2798.048192	2681.223462	255	61267541	1899618425	0.085984	0.04158	0.044404	89	730	1	4570	1	1	1	1	1	1	0	1	1	1	0
1e-05	sctp	-	INT	2	0	152	0	100000.0025	254	0	60800000.0	0.0	0.01	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	76	0	0	0	1	2	1	1	1	1	0	0	9	1	0
3.3e-05	udp	dns	INT	1	0	112	0	0.0	255	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	112	0	0	0	2	0	9	3	3	3	0	0	3	27	0
2.888513	ospf	-	INT	82	0	5248	0	28.042109	254	0	14357.55957	0.0	35.660656	0.0	38.80402	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	1	0	0	1	1	0
2.888513	ospf	-	INT	82	0	5248	0	28.042109	254	0	14357.55957	0.0	35.660656	0.0	38.80402	0.0	0	0	0	0.0	0.0	0.0	64	0	0	0	1	2	1	1	1	1	0	0	1	1	0
0.819826	tcp	http	FIN	10	8	1846	354	20.736107	254	252	16218.0752	3025.032227	91.091778	106.07143	4833.515383	219.879844	255	2986462381	590287968	0.136404	0.062988	0.073416	185	44	1	0	1	1	1	1	1	1	0	1	4	1	0
3.3e-05	udp	-	INT	1	0	112	0	0.0	255	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	112	0	0	0	1	0	9	3	3	3	0	0	3	1	0
3.3e-05	udp	-	INT	1	0	112	0	0.0	255	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	112	0	0	0	1	0	9	3	3	3	0	0	3	1	0
1.308665	tcp	http	FIN	26	122	1468	156057	112.328209	62	252	8631.697266	946173.375	52.346599	10.366233	2674.36523	1170.283387	255	3092398553	506875543	0.126497	0.063106	0.063391	56	1279	1	75323	1	1	1	1	1	1	0	1	9	1	0
3.3e-05	udp	dns	INT	1	0	112	0	0.0	255	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	112	0	0	0	2	0	9	3	3	3	0	0	3	27	0
0.240212	tcp	-	FIN	10	6	528	268	62.444842	254	252	15852.66406	7460.077148	26.594111	36.854	1440.404988	61.106324	255	2421444590	1996890882	0.082064	0.055935	0.026129	53	45	0	0	1	1	1	1	1	1	0	0	1	1	0
0.576428	tcp	http	FIN	12	8	4702	354	32.961619	254	252	59830.54297	4302.358887	52.402545	72.030289	3678.635477	112.368719	255	144820684	438506251	0.116372	0.071502	0.04487	392	44	1	0	1	1	2	1	1	2	0	1	2	1	0
0.622012	tcp	http	FIN	10	8	804	1142	27.330662	62	252	9311.716797	12861.48828	69.112444	79.226289	3829.895006	129.897039	255	546755749	693320190	0.108806	0.066751	0.042055	80	143	1	161	1	1	1	1	1	1	0	1	2	1	0
